numObra,nombreObra,municipio,localidad,ejecutor,promotor,fondo,noOficAprob,fechaAprob,montoExp,totalContratado,montoFed,montoEst,montoMpal,montoBenef,montoOtro,aprobado,ejercido,contratista,rfc,numContrato,fechaInicioContrato,fechaTerminoContrato,edoProyecto,avanceFisico,cantMetas,metas,cantBenef,beneficiarios,modalidad,programa,subprograma,tipoProyecto,fechaAvance,tipoLocalidad,ejer,agrupador,componente,idCajón,cajón,montoCajon,idExpediente,ultimoAprobado,fechaCajón,fed,est,mpal,benef,otro,contratado,montoConvenio,anticipo,montoAnticipo,firmaContrato,tipoConcurso,folioHacienda,programaGs,capitalFed,prodFinFed,capitalEst,prodFinEst,capitalMpal,prodFinMpal,capitalOtro,prodFinOtro,cuenta,banco,idFondo,pagado,enTransito,paripassu,fechaFallo,macroagrupador,macrocomponente,fecha1aAprob,acumAprobado,acumEjercido,ejecutor2,terminoConvenio,fechaFatal,idProgSieggeq,idCompSieggeq,idActivSieggeq,descProgSieggeq,descCompSieggeq,descActivSieggeq,ff,tipoRegul,ejerAnterior,ejerActual,pptoActual,tipo,terminoAdmContrato,clasifPlan,nr,ejerMacrocomp,estatus
2019-00312,CONSTRUCCION DE ALCANTARILLADO SANITARIO PARA BENEFICIAR A LA COLONIA LINDA VISTA EN LA LOCALIDAD EL GRANJENO TOLIMAN QRO - 50062-,TOLIMAN,GRANJENO,P.M. TOLIMAN,SEDESOQ,FISE 2019,2019GEQ02123,25/09/2019,5317353.78,5317793.9,5317353.78,0,0,0,0,5317353.78,5317353.78,OBREGON ALVAREZ JORGE,OEAJ870418P23,MTQ-DEEAOP/FISE 2019/01,18/06/2019,14/11/2019,TERMINADO,100,1668.88,METROS LINEALES,175,PERSONAS,CONTRATO,ALCANTARILLADO SANITARIO,"ALCANTARILLADO SANITARIO, CONSTRUCCION","ALCANTARILLADO SANITARIO, CONSTRUCCION",12/09/2019,ZONA INDIGENA,2019,DESARROLLO URBANO,MUNICIPIOS,6240,CONSTRUCCION DE ALCANTARILLADO SANITARIO PARA BENEFICIAR A LA COLONIA LINDA VISTA EN LA LOCALIDAD EL GRANJENO TOLIMAN QRO - 50062-,5317353.78,3602,5317353.78,25/09/2019,100,0,0,0,0,5317793.9,0,30,1595338.17,17/06/2019,INVITACIÓN RESTRINGIDA,,,,,,,,,,,25600007372,SCOTIABANK,4074,5317353.78,0,,14/06/2019,URBANIZACIÓN,FISE 2019,14/05/2019,5317353.78,5317353.78,P.M. TOLIMAN,,31/12/2019,45511K0529,1,2,PROGRAMA DE FINANCIAMIENTO DE OBRAS Y ACCIONES.,OBRAS Y ACCIONES DE ENTES PÚBLICOS FINANCIADAS.,FINANCIACIÓN DE OBRAS Y ACCIONES DE MUNICIPIOS.,05Q,,0,5317353.78,5317353.78,O,14/12/2019,INFRAESTRUCTURA,624005Q,2019,AC
2019-00313,CONSTRUCCION DE EMPEDRADO AHOGADO CON MORTERO EN CALLE DE ACCESO A LA ESCUELA PRIMARIA DE LA LOCALIDAD DE BARRIO DE GARCIA.,TOLIMAN,BARRIO DE GARCIA,P.M. TOLIMAN,SEDESOQ,FAFEF 2019,2019GEQ01507,19/07/2019,591213.52,591213.52,591213.52,0,0,0,0,591213.52,284946.49,INGENIERIA CONTROL EN OBRA CIVIL SERVICIOS Y ARRENDAMIENTO S. DE R.L. DE C.V.,ICO140414QVA,MTQ-DEEAOP/FAFEF 2019/14,17/06/2019,14/09/2019,APROBADO,75,212,METROS CUADRADOS,250,PERSONAS,CONTRATO,URBANIZACION,EMPEDRADO Y ADOQUINAMIENTO DE CALLES,EMPEDRADO Y ADOQUINAMIENTO DE CALLES,13/09/2019,ZONA INDIGENA,2019,DESARROLLO URBANO,MUNICIPIOS,5569,CONSTRUCCION DE EMPEDRADO AHOGADO CON MORTERO EN CALLE DE ACCESO A LA ESCUELA PRIMARIA DE LA LOCALIDAD DE BARRIO DE GARCIA.,591213.52,3605,591213.52,19/07/2019,100,0,0,0,0,591213.52,0,30,177364.05,14/06/2019,ASIGNACIÓN DIRECTA,,,,,,,,,,,1.65999E+11,BANREGIO,4073,284946.49,0,,11/06/2019,URBANIZACIÓN,OBRAS SOCIALES,15/05/2019,591213.52,284946.49,P.M. TOLIMAN,,31/12/2019,45511K0529,1,2,PROGRAMA DE FINANCIAMIENTO DE OBRAS Y ACCIONES.,OBRAS Y ACCIONES DE ENTES PÚBLICOS FINANCIADAS.,FINANCIACIÓN DE OBRAS Y ACCIONES DE MUNICIPIOS.,07Q,,0,284946.49,591213.52,O,14/10/2019,INFRAESTRUCTURA,556907Q,2019,AC
2019-00314,"CONSTRUCCION DE EMPEDRADO AHOGADO EN MORTERO EN AVENIDA REAL, DE LA LOCALIDAD DE CASAS VIEJAS, MUNICIPIO DE TOLIMAN, QRO.",TOLIMAN,BARRIO DE CASAS VIEJAS,P.M. TOLIMAN,SEDESOQ,ISN EMPRESA,2019GEQ02124,25/09/2019,789303.66,1892903.35,0,789303.66,0,0,0,789303.66,789303.66,ARREGUIN BARRON VICTOR IVAN,AEBV850201FW1,MTQ-DEEAOP/FAFEF 2019/11,17/06/2019,14/10/2019,TERMINADO,100,2163,METROS CUADRADOS,500,PERSONAS,CONTRATO,URBANIZACION,EMPEDRADO Y ADOQUINAMIENTO DE CALLES,EMPEDRADO Y ADOQUINAMIENTO DE CALLES,17/09/2019,ZONA INDIGENA,2019,DESARROLLO URBANO,MUNICIPIOS,6241,"CONSTRUCCION DE EMPEDRADO AHOGADO EN MORTERO EN AVENIDA REAL, DE LA LOCALIDAD DE CASAS VIEJAS, MUNICIPIO DE TOLIMAN, QRO.",789303.66,3607,1892884.6,25/09/2019,0,100,0,0,0,1892903.35,0,30,567871,14/06/2019,INVITACIÓN RESTRINGIDA,,,,,,,,,,,65502431306,SANTANDER,504,1892884.6,0,,11/06/2019,URBANIZACIÓN,OBRAS SOCIALES,15/05/2019,1892884.6,1892884.6,P.M. TOLIMAN,,31/12/2019,45511K0529,1,2,PROGRAMA DE FINANCIAMIENTO DE OBRAS Y ACCIONES.,OBRAS Y ACCIONES DE ENTES PÚBLICOS FINANCIADAS.,FINANCIACIÓN DE OBRAS Y ACCIONES DE MUNICIPIOS.,21E,,0,789303.66,789303.66,O,13/11/2019,INFRAESTRUCTURA,624121E,2019,AC
2019-00314,"CONSTRUCCION DE EMPEDRADO AHOGADO EN MORTERO EN AVENIDA REAL, DE LA LOCALIDAD DE CASAS VIEJAS, MUNICIPIO DE TOLIMAN, QRO.",TOLIMAN,BARRIO DE CASAS VIEJAS,P.M. TOLIMAN,SEDESOQ,ISN 2018-2,2019GEQ02124,25/09/2019,1103580.94,1892903.35,0,1103580.94,0,0,0,1103580.94,1103580.94,ARREGUIN BARRON VICTOR IVAN,AEBV850201FW1,MTQ-DEEAOP/FAFEF 2019/11,17/06/2019,14/10/2019,TERMINADO,100,2163,METROS CUADRADOS,500,PERSONAS,CONTRATO,URBANIZACION,EMPEDRADO Y ADOQUINAMIENTO DE CALLES,EMPEDRADO Y ADOQUINAMIENTO DE CALLES,17/09/2019,ZONA INDIGENA,2019,DESARROLLO URBANO,MUNICIPIOS,5383,"CONSTRUCCION DE EMPEDRADO AHOGADO EN MORTERO EN AVENIDA REAL, DE LA LOCALIDAD DE CASAS VIEJAS, MUNICIPIO DE TOLIMAN, QRO.",1103580.94,3607,1892884.6,02/07/2019,0,100,0,0,0,1892903.35,0,30,567871,14/06/2019,INVITACIÓN RESTRINGIDA,,,,,,,,,,,65507102974,SANTANDER,4070,1892884.6,0,,11/06/2019,URBANIZACIÓN,OBRAS SOCIALES,15/05/2019,1892884.6,1892884.6,P.M. TOLIMAN,,31/12/2019,45511K0529,1,2,PROGRAMA DE FINANCIAMIENTO DE OBRAS Y ACCIONES.,OBRAS Y ACCIONES DE ENTES PÚBLICOS FINANCIADAS.,FINANCIACIÓN DE OBRAS Y ACCIONES DE MUNICIPIOS.,92P,2,0,1103580.94,1103580.94,O,13/11/2019,INFRAESTRUCTURA,538392P,2019,REG03
2019-00315,"CONSTRUCCION DE EMPEDRADO AHOGADO EN CALLE 12 DE DICIEMBRE DE LA COMUNIDAD DEL TEQUESQUITE, MUNICIPIO DE TOLIMAN QUERETARO.",TOLIMAN,TEQUESQUITE (CHALMA),P.M. TOLIMAN,SEDESOQ,FAFEF 2019,2019GEQ01257,24/06/2019,998862,998862,998862,0,0,0,0,998862,998861.16,ESTRADA ALEGRIA FRANCISCO JAVIER,EAAF820601QA1,MTQ-DEEAOP/FAFEF 2019/10,17/06/2019,14/09/2019,APROBADO,100,1251.1,METROS CUADRADOS,500,PERSONAS,CONTRATO,URBANIZACION,EMPEDRADO Y ADOQUINAMIENTO DE CALLES,EMPEDRADO Y ADOQUINAMIENTO DE CALLES,19/09/2019,ZONA INDIGENA,2019,DESARROLLO URBANO,MUNICIPIOS,5320,"CONSTRUCCION DE EMPEDRADO AHOGADO EN CALLE 12 DE DICIEMBRE DE LA COMUNIDAD DEL TEQUESQUITE, MUNICIPIO DE TOLIMAN QUERETARO.",998862,3608,998862,24/06/2019,100,0,0,0,0,998862,0,30,299658.6,14/06/2019,INVITACIÓN RESTRINGIDA,,,,,,,,,,,1.65999E+11,BANREGIO,4073,998861.16,0,,06/06/2019,URBANIZACIÓN,OBRAS SOCIALES,15/05/2019,998862,998861.16,P.M. TOLIMAN,,31/12/2019,45511K0529,1,2,PROGRAMA DE FINANCIAMIENTO DE OBRAS Y ACCIONES.,OBRAS Y ACCIONES DE ENTES PÚBLICOS FINANCIADAS.,FINANCIACIÓN DE OBRAS Y ACCIONES DE MUNICIPIOS.,07Q,,0,998861.16,998862,O,14/10/2019,INFRAESTRUCTURA,532007Q,2019,AC
2019-00316,"CONSTRUCCION DE PAVIMENTO EMPACADO CON MORTERO EN CALLE LOS PINOS, EN SAN PEDRO DE LOS EUCALIPTOS, MUNICIPIO DE TOLIMAN, QRO.",TOLIMAN,SAN PEDRO DE LOS EUCALIPTOS,P.M. TOLIMAN,SEDESOQ,FAFEF 2019,2019GEQ02111,24/09/2019,438576.86,1626768.84,438576.86,0,0,0,0,438576.86,0,ESTRADA ALEGRIA FRANCISCO JAVIER,EAAF820601QA1,MTQ-DEEAOP/FAFEF 2019/09,17/06/2019,14/09/2019,APROBADO,100,2019.42,METROS CUADRADOS,500,PERSONAS,CONTRATO,URBANIZACION,EMPEDRADO Y ADOQUINAMIENTO DE CALLES,EMPEDRADO Y ADOQUINAMIENTO DE CALLES,23/09/2019,ZONA INDIGENA,2019,DESARROLLO URBANO,MUNICIPIOS,6228,"CONSTRUCCION DE PAVIMENTO EMPACADO CON MORTERO EN CALLE LOS PINOS, EN SAN PEDRO DE LOS EUCALIPTOS, MUNICIPIO DE TOLIMAN, QRO.",438576.86,3609,1626768.84,24/09/2019,100,0,0,0,0,1626768.84,0,30,488030.65,14/06/2019,INVITACIÓN RESTRINGIDA,,,,,,,,,,,1.65999E+11,BANREGIO,4073,1188191.98,0,,11/06/2019,URBANIZACIÓN,OBRAS SOCIALES,15/05/2019,1626768.84,1188191.98,P.M. TOLIMAN,,31/12/2019,45511K0529,1,2,PROGRAMA DE FINANCIAMIENTO DE OBRAS Y ACCIONES.,OBRAS Y ACCIONES DE ENTES PÚBLICOS FINANCIADAS.,FINANCIACIÓN DE OBRAS Y ACCIONES DE MUNICIPIOS.,07Q,,0,0,438576.86,O,14/10/2019,INFRAESTRUCTURA,622807Q,2019,AC
2019-00316,"CONSTRUCCION DE PAVIMENTO EMPACADO CON MORTERO EN CALLE LOS PINOS, EN SAN PEDRO DE LOS EUCALIPTOS, MUNICIPIO DE TOLIMAN, QRO.",TOLIMAN,SAN PEDRO DE LOS EUCALIPTOS,P.M. TOLIMAN,SEDESOQ,ISN EMPRESA,2019GEQ02111,24/09/2019,0,1626768.84,0,0,0,0,0,0,0,ESTRADA ALEGRIA FRANCISCO JAVIER,EAAF820601QA1,MTQ-DEEAOP/FAFEF 2019/09,17/06/2019,14/09/2019,APROBADO,100,2019.42,METROS CUADRADOS,500,PERSONAS,CONTRATO,URBANIZACION,EMPEDRADO Y ADOQUINAMIENTO DE CALLES,EMPEDRADO Y ADOQUINAMIENTO DE CALLES,23/09/2019,ZONA INDIGENA,2019,DESARROLLO URBANO,MUNICIPIOS,6029,"CONSTRUCCION DE PAVIMENTO EMPACADO CON MORTERO EN CALLE LOS PINOS, EN SAN PEDRO DE LOS EUCALIPTOS, MUNICIPIO DE TOLIMAN, QRO.",0,3609,1626768.84,30/08/2019,0,0,0,0,0,1626768.84,0,30,488030.65,14/06/2019,INVITACIÓN RESTRINGIDA,,,,,,,,,,,65502431306,SANTANDER,504,1188191.98,0,,11/06/2019,URBANIZACIÓN,OBRAS SOCIALES,15/05/2019,1626768.84,1188191.98,P.M. TOLIMAN,,31/12/2019,45511K0529,1,2,PROGRAMA DE FINANCIAMIENTO DE OBRAS Y ACCIONES.,OBRAS Y ACCIONES DE ENTES PÚBLICOS FINANCIADAS.,FINANCIACIÓN DE OBRAS Y ACCIONES DE MUNICIPIOS.,21E,2,0,0,0,O,14/10/2019,INFRAESTRUCTURA,602921E,2019,REG04
2019-00316,"CONSTRUCCION DE PAVIMENTO EMPACADO CON MORTERO EN CALLE LOS PINOS, EN SAN PEDRO DE LOS EUCALIPTOS, MUNICIPIO DE TOLIMAN, QRO.",TOLIMAN,SAN PEDRO DE LOS EUCALIPTOS,P.M. TOLIMAN,SEDESOQ,ISN 2018-2,2019GEQ02111,24/09/2019,1188191.98,1626768.84,0,1188191.98,0,0,0,1188191.98,1188191.98,ESTRADA ALEGRIA FRANCISCO JAVIER,EAAF820601QA1,MTQ-DEEAOP/FAFEF 2019/09,17/06/2019,14/09/2019,APROBADO,100,2019.42,METROS CUADRADOS,500,PERSONAS,CONTRATO,URBANIZACION,EMPEDRADO Y ADOQUINAMIENTO DE CALLES,EMPEDRADO Y ADOQUINAMIENTO DE CALLES,23/09/2019,ZONA INDIGENA,2019,DESARROLLO URBANO,MUNICIPIOS,5391,"CONSTRUCCION DE PAVIMENTO EMPACADO CON MORTERO EN CALLE LOS PINOS, EN SAN PEDRO DE LOS EUCALIPTOS, MUNICIPIO DE TOLIMAN, QRO.",1188191.98,3609,1626768.84,02/07/2019,0,100,0,0,0,1626768.84,0,30,488030.65,14/06/2019,INVITACIÓN RESTRINGIDA,,,,,,,,,,,65507102974,SANTANDER,4070,1188191.98,0,,11/06/2019,URBANIZACIÓN,OBRAS SOCIALES,15/05/2019,1626768.84,1188191.98,P.M. TOLIMAN,,31/12/2019,45511K0529,1,2,PROGRAMA DE FINANCIAMIENTO DE OBRAS Y ACCIONES.,OBRAS Y ACCIONES DE ENTES PÚBLICOS FINANCIADAS.,FINANCIACIÓN DE OBRAS Y ACCIONES DE MUNICIPIOS.,92P,2,0,1188191.98,1188191.98,O,14/10/2019,INFRAESTRUCTURA,539192P,2019,REG03
2019-00317,"CONSTRUCCION DE EMPEDRADO AHOGADO EN MORTERO DE CALLE DE ACCESO AL COBAQ NO. 6, TOLIMAN QUERETARO.",TOLIMAN,HORNO DE CAL,P.M. TOLIMAN,SEDESOQ,FAFEF 2019,2019GEQ01329,02/07/2019,688476,688476,688476,0,0,0,0,688476,554337.51,FLORES LOPEZ JORGINA,FOLJ780215U8A,MTQ-DEEAOP/FAFEF 2019/13,17/06/2019,14/09/2019,APROBADO,95,533.19,METROS CUADRADOS,200,PERSONAS,CONTRATO,URBANIZACION,EMPEDRADO Y ADOQUINAMIENTO DE CALLES,EMPEDRADO Y ADOQUINAMIENTO DE CALLES,13/09/2019,ZONA INDIGENA,2019,DESARROLLO URBANO,MUNICIPIOS,5389,"CONSTRUCCION DE EMPEDRADO AHOGADO EN MORTERO DE CALLE DE ACCESO AL COBAQ NO. 6, TOLIMAN QUERETARO.",688476,3610,688476,02/07/2019,100,0,0,0,0,688476,0,30,206542.8,13/06/2019,ASIGNACIÓN DIRECTA,,,,,,,,,,,1.65999E+11,BANREGIO,4073,554337.51,0,,10/06/2019,URBANIZACIÓN,OBRAS SOCIALES,15/05/2019,688476,554337.51,P.M. TOLIMAN,,31/12/2019,45511K0529,1,2,PROGRAMA DE FINANCIAMIENTO DE OBRAS Y ACCIONES.,OBRAS Y ACCIONES DE ENTES PÚBLICOS FINANCIADAS.,FINANCIACIÓN DE OBRAS Y ACCIONES DE MUNICIPIOS.,07Q,,0,554337.51,688476,O,14/10/2019,INFRAESTRUCTURA,538907Q,2019,AC
2019-00318,"CONSTRUCCION DE EMPEDRADO AHOGADO EN MORTERO EN CALLE SIN NOMBRE EN LA LOCALIDAD DE GUDINOS, MUNICIPIO DE TOLIMAN QUERETARO.",TOLIMAN,GUDINOS,P.M. TOLIMAN,SEDESOQ,FAFEF 2019,2019GEQ01443,11/07/2019,1336453.55,1336453.55,1336453.55,0,0,0,0,1336453.55,1077285.72,E & M GRUPO CONSTRUCTOR ASOCIADOS S. DE R. L. DE C.V.,AMG160218NC8,MTQ-DEEAOP/FAFEF 2019/08,17/06/2019,14/09/2019,APROBADO,72,1232,METROS CUADRADOS,110,PERSONAS,CONTRATO,URBANIZACION,EMPEDRADO Y ADOQUINAMIENTO DE CALLES,EMPEDRADO Y ADOQUINAMIENTO DE CALLES,19/09/2019,ZONA INDIGENA,2019,DESARROLLO URBANO,MUNICIPIOS,5505,"CONSTRUCCION DE EMPEDRADO AHOGADO EN MORTERO EN CALLE SIN NOMBRE EN LA LOCALIDAD DE GUDINOS, MUNICIPIO DE TOLIMAN QUERETARO.",1336453.55,3611,1336453.55,11/07/2019,100,0,0,0,0,1336453.55,0,30,400936.06,13/06/2019,INVITACIÓN RESTRINGIDA,,,,,,,,,,,1.65999E+11,BANREGIO,4073,1077285.72,0,,10/06/2019,URBANIZACIÓN,OBRAS SOCIALES,15/05/2019,1336453.55,1077285.72,P.M. TOLIMAN,,31/12/2019,45511K0529,1,2,PROGRAMA DE FINANCIAMIENTO DE OBRAS Y ACCIONES.,OBRAS Y ACCIONES DE ENTES PÚBLICOS FINANCIADAS.,FINANCIACIÓN DE OBRAS Y ACCIONES DE MUNICIPIOS.,07Q,,0,1077285.72,1336453.55,O,14/10/2019,INFRAESTRUCTURA,550507Q,2019,AC
2019-00319,"CONSTRUCCION DE EMPEDRADO AHOGADO EN MORTERO A UN COSTADO DE CARRETERA ESTATAL EN LA LOCALIDAD DE LA ESTANCIA, MUNICIPIO DE TOLIMAN QUERETARO.",TOLIMAN,"ESTANCIA, LA",P.M. TOLIMAN,SEDESOQ,FAFEF 2019,2019GEQ01264,24/06/2019,669320.96,669320.96,669320.96,0,0,0,0,669320.96,668565.45,HERBERT �?LVAREZ EDUARDO,HEAE5902206Q8,MTQ-DEEAOP/FAFEF 2019/12,17/06/2019,14/09/2019,APROBADO,100,741.92,METROS CUADRADOS,100,PERSONAS,CONTRATO,URBANIZACION,EMPEDRADO Y ADOQUINAMIENTO DE CALLES,EMPEDRADO Y ADOQUINAMIENTO DE CALLES,23/09/2019,ZONA INDIGENA,2019,DESARROLLO URBANO,MUNICIPIOS,5328,"CONSTRUCCION DE EMPEDRADO AHOGADO EN MORTERO A UN COSTADO DE CARRETERA ESTATAL EN LA LOCALIDAD DE LA ESTANCIA, MUNICIPIO DE TOLIMAN QUERETARO.",669320.96,3612,669320.96,24/06/2019,100,0,0,0,0,669320.96,0,30,200796.28,13/06/2019,ASIGNACIÓN DIRECTA,,,,,,,,,,,1.65999E+11,BANREGIO,4073,668565.45,0,,10/06/2019,URBANIZACIÓN,OBRAS SOCIALES,15/05/2019,669320.96,668565.45,P.M. TOLIMAN,,31/12/2019,45511K0529,1,2,PROGRAMA DE FINANCIAMIENTO DE OBRAS Y ACCIONES.,OBRAS Y ACCIONES DE ENTES PÚBLICOS FINANCIADAS.,FINANCIACIÓN DE OBRAS Y ACCIONES DE MUNICIPIOS.,07Q,,0,668565.45,669320.96,O,14/10/2019,INFRAESTRUCTURA,532807Q,2019,AC
2019-00320,"CONSTRUCCION DE EMPEDRADO AHOGADO EN MORTERO EN CALLE JUAREZ EN LA LOCALIDAD DE NOGALES, MUNICIPIO DE TOLIMAN QUERETARO.",TOLIMAN,NOGALES,P.M. TOLIMAN,SEDESOQ,ISN EMPRESA,2019GEQ01334,02/07/2019,1452699.22,1452699.22,0,1452699.22,0,0,0,1452699.22,1113289.37,INGENIERIA CONTROL EN OBRA CIVIL SERVICIOS Y ARRENDAMIENTO S. DE R.L. DE C.V.,ICO140414QVA,MTQ-DEEAOP/FAFEF 2019/07,17/06/2019,14/09/2019,APROBADO,79,1612,METROS CUADRADOS,300,PERSONAS,CONTRATO,URBANIZACION,EMPEDRADO Y ADOQUINAMIENTO DE CALLES,EMPEDRADO Y ADOQUINAMIENTO DE CALLES,23/09/2019,ZONA INDIGENA,2019,DESARROLLO URBANO,MUNICIPIOS,5390,"CONSTRUCCION DE EMPEDRADO AHOGADO EN MORTERO EN CALLE JUAREZ EN LA LOCALIDAD DE NOGALES, MUNICIPIO DE TOLIMAN QUERETARO.",1452699.22,3614,1452699.22,02/07/2019,0,100,0,0,0,1452699.22,0,30,435809.76,13/06/2019,INVITACIÓN RESTRINGIDA,,,,,,,,,,,65502431306,SANTANDER,504,1113289.37,0,,10/06/2019,URBANIZACIÓN,OBRAS SOCIALES,15/05/2019,1452699.22,1113289.37,P.M. TOLIMAN,,31/12/2019,45511K0529,1,2,PROGRAMA DE FINANCIAMIENTO DE OBRAS Y ACCIONES.,OBRAS Y ACCIONES DE ENTES PÚBLICOS FINANCIADAS.,FINANCIACIÓN DE OBRAS Y ACCIONES DE MUNICIPIOS.,21E,,0,1113289.37,1452699.22,O,14/10/2019,INFRAESTRUCTURA,539021E,2019,AC
2019-00321,"CONSTRUCCION DE EMPEDRADO AHOGADO CON MORTERO EN CALLE SIN NOMBRE PARA BENEFICIAR A LA COMUNIDAD DEL TULE, MUNICIPIO DE TOLIMAN, QRO.",TOLIMAN,"TULE, EL",P.M. TOLIMAN,SEDESOQ,FAFEF 2019,2019GEQ01254,24/06/2019,1198500.7,1198500.7,1198500.7,0,0,0,0,1198500.7,982946.84,ABASTECIMIENTO DISEÑO DESARROLLO Y CREACION S.A. DE C.V.,ADD161220V35,MTQ-DEEAOP/FAFEF 2019/06,17/06/2019,14/10/2019,APROBADO,74,1286.4,METROS CUADRADOS,200,PERSONAS,CONTRATO,URBANIZACION,EMPEDRADO Y ADOQUINAMIENTO DE CALLES,EMPEDRADO Y ADOQUINAMIENTO DE CALLES,12/09/2019,ZONA INDIGENA,2019,DESARROLLO URBANO,MUNICIPIOS,5311,"CONSTRUCCION DE EMPEDRADO AHOGADO CON MORTERO EN CALLE SIN NOMBRE PARA BENEFICIAR A LA COMUNIDAD DEL TULE, MUNICIPIO DE TOLIMAN, QRO.",1198500.7,3615,1198500.7,24/06/2019,100,0,0,0,0,1198500.7,0,30,359550.2,13/06/2019,INVITACIÓN RESTRINGIDA,,,,,,,,,,,1.65999E+11,BANREGIO,4073,982946.84,0,,10/06/2019,URBANIZACIÓN,OBRAS SOCIALES,15/05/2019,1198500.7,982946.84,P.M. TOLIMAN,,31/12/2019,45511K0529,1,2,PROGRAMA DE FINANCIAMIENTO DE OBRAS Y ACCIONES.,OBRAS Y ACCIONES DE ENTES PÚBLICOS FINANCIADAS.,FINANCIACIÓN DE OBRAS Y ACCIONES DE MUNICIPIOS.,07Q,,0,982946.84,1198500.7,O,13/11/2019,INFRAESTRUCTURA,531107Q,2019,AC
2019-00322,"URBANIZACIÓN DE CALLE  JU�?REZ, TRAMO DE CALLE BENITO JU�?REZ A HEROICO COLEGIO MILITAR EN LA CABECERA MUNICIPAL, ARROYO SECO",ARROYO SECO,ARROYO SECO,P.M. ARROYO S.,SEDESOQ,FAFEF 2019,2019GEQ01217,19/06/2019,1013304.91,1013304.91,1013304.91,0,0,0,0,1013304.91,1013304.9,MATA RAMIREZ SAUL,MARS910415I89,OP-MAS-017-2019/2018/2021,17/06/2019,06/09/2019,TERMINADO,100,177.71,ML(GUARNICIONES DE CONCRETO),1425,PERSONAS,CONTRATO,URBANIZACION,MEJORAMIENTO DE LA IMAGEN URBANA,MEJORAMIENTO DE LA IMAGEN URBANA,22/08/2019,ZONA URBANA,2019,DESARROLLO URBANO,MUNICIPIOS,5285,"URBANIZACIÓN DE CALLE  JU�?REZ, TRAMO DE CALLE BENITO JU�?REZ A HEROICO COLEGIO MILITAR EN LA CABECERA MUNICIPAL, ARROYO SECO",1013304.91,3131,1013304.91,19/06/2019,100,0,0,0,0,1013304.91,0,30,303991.47,13/06/2019,INVITACIÓN RESTRINGIDA,,,,,,,,,,,1.65999E+11,BANREGIO,4073,1013304.9,0,,11/06/2019,URBANIZACIÓN,OBRAS SOCIALES,16/05/2019,1013304.91,1013304.9,P.M. ARROYO S.,,31/12/2019,45511K0529,1,2,PROGRAMA DE FINANCIAMIENTO DE OBRAS Y ACCIONES.,OBRAS Y ACCIONES DE ENTES PÚBLICOS FINANCIADAS.,FINANCIACIÓN DE OBRAS Y ACCIONES DE MUNICIPIOS.,07Q,,0,1013304.9,1013304.91,O,06/09/2019,INFRAESTRUCTURA,528507Q,2019,AC
2019-00324,"EMPEDRADO DE CAMINO  EL CACAHUATE, DEL TRAMO DE  0+000.00 AL 0+296.00 EN LA LOCALIDAD DE SANTIAGO MEXQUITITLAN BARRIO 6TO, AMEALCO, QRO.",AMEALCO,"CACAHUATE, EL (STGO. MEXQ. BARRIO 6TO.)",P.M. AMEALCO,SEDESOQ,FAFEF 2019,2019GEQ01454,12/07/2019,569999.99,569999.99,569999.99,0,0,0,0,569999.99,569999.99,ROCHA VAZQUEZ MARTIN,ROVM730207BE6,MAQ-DOP-FAFEF-015/2019,03/06/2019,31/08/2019,TERMINADO,100,2040,METROS CUADRADOS,387,PERSONAS,CONTRATO,URBANIZACION,EMPEDRADO Y ADOQUINAMIENTO DE CALLES,EMPEDRADO Y ADOQUINAMIENTO DE CALLES,20/08/2019,ZONA INDIGENA,2019,DESARROLLO URBANO,MUNICIPIOS,5516,"EMPEDRADO DE CAMINO  EL CACAHUATE, DEL TRAMO DE  0+000.00 AL 0+296.00 EN LA LOCALIDAD DE SANTIAGO MEXQUITITLAN BARRIO 6TO, AMEALCO, QRO.",569999.99,3155,569999.99,12/07/2019,100,0,0,0,0,569999.99,0,30,170999.99,29/05/2019,ASIGNACIÓN DIRECTA,,,,,,,,,,,1.65999E+11,BANREGIO,4073,569999.99,0,,29/05/2019,URBANIZACIÓN,OBRAS SOCIALES,16/05/2019,569999.99,569999.99,P.M. AMEALCO,,31/12/2019,45511K0529,1,2,PROGRAMA DE FINANCIAMIENTO DE OBRAS Y ACCIONES.,OBRAS Y ACCIONES DE ENTES PÚBLICOS FINANCIADAS.,FINANCIACIÓN DE OBRAS Y ACCIONES DE MUNICIPIOS.,07Q,,0,569999.99,569999.99,O,31/08/2019,INFRAESTRUCTURA,551607Q,2019,AC
