id_obra,Num Obra,Nombre Obra,Municipio,Localidad,Ejecutor,Promotor,Fondo,No. Ofic_Aprob,Fecha Aprob,Monto Exp.,Total Contratado,Monto Fed,Monto Est,Monto Mpal,Monto Benef,Monto Otro,Aprobado,Ejercido,Contratista,RFC,Num. Contrato,Fecha_Inicio Contrato,Fecha_Termino Contrato,Edo. Proyecto,Avance Fisico,Cant. Metas,Metas,Cant. Benef,Beneficiarios,Modalidad,Programa,Subprograma,Tipo Proyecto,Fecha Avance,Tipo Localidad,Ejer,Agrupador,Componente,Id_Cajón,Cajón,Monto Cajon,Id_Expediente,Ultimo Aprobado,Fecha Cajón,Fed,Est,Mpal,Benef,Otro,Contratado,Monto Convenio,Anticipo,Monto Anticipo,Firma Contrato,Tipo Concurso,Folio Hacienda,Programa GS,Capital Fed,Prod Fin Fed,Capital Est,Prod Fin Est,Capital Mpal,Prod Fin Mpal,Capital Otro,Prod Fin Otro,Cuenta,Banco,Cve_Prog_SIEGGEQ,Descrip_Prog_SIEGGEQ,Cve_Comp_SIEGGEQ,Descrip_Comp_SIEGGEQ,Cve_Activ_SIEGGEQ,Descrip_Activ_SIEGGEQ,Fecha_Termino Convenio,FF,TIPO_REGUL,EJER_ANTERIOR,EJER_ACTUAL,PPTO_ACTUAL,TIPO,TERMINO ADMINISTRATIVO CONTRATO,Clasif Plan,MacroAgrupador,MacroComponente,Fecha Fatal,fecha_c,fecha_u_m
2313,2018-01012,PROYECTO EJECUTIVO DEL NUEVO EDIFICIO DE LA SECRETARÍA DE SEGURIDAD CIUDADANA,QUERETARO,DESARROLLO CENTRO SUR,CEIQ,SEGURIDAD,GEQ PA 2018,2019GEQ00313,01/21/2019,1305740.14,4352467.16,0,1305740.14,0,0,0,1305740.14,1305740.14,M.E.M. DESIGN S. DE R.L. DE C.V.,MDE111208F89,CEI OE 159/2018,11/12/2018,03/15/2019,APROBADO,100,1,PROYECTOS,1228,PERSONAS,CONTRATO,SEGURIDAD PUBLICA,OTROS,OTROS,07/05/2019,ZONA URBANA,2018,SEGURIDAD,CEIQ,3616,PROYECTO EJECUTIVO DEL NUEVO EDIFICIO DE LA SECRETARÍA DE SEGURIDAD CIUDADANA,1305740.14,2801,4352467.16,11/16/2018,0,100,0,0,0,4352467.16,0,30,1305740.14,09/11/2018,LICITACIÓN PÚBLICA,,,,,,,,,,,0111156950,BANCOMER,43361B0601,PROGRAMA DE EQUIPAMIENTO URBANO EN EL ESTADO DE QUERÉTARO.,1,"SERVICIOS DE ADMINISTRACIÓN DE OBRAS PARA LA CONSTRUCCIÓN Y REHABILITACIÓN DEL EQUIPAMIENTO DE ESPACIOS DE USO PUBLICO DE SALUD, DEPORTE, SEGURIDAD, JUSTICIA, TURISMO, EDUCACIÓN, CULTURA.",4,ENTREGAR OBRAS Y PROYECTOS EJECUTIVOS A LAS DEPENDENCIAS OPERADORAS,07/30/2019,F18,2.00,1305740.14,0,0,O,03/15/2019,SEGURIDAD,INFRAESTRUCTURA EN SEGURIDAD,,12/31/2019,07/23/2019,
2314,2018-01013,DIPLOMADO DE PADRES LECTORES,ALCANCE ESTATAL,ALCANCE ESTATAL,CULTURA,CULTURA,RAMO 48 CULTURA 2018,2018GEQ01946,10/09/2018,125000,0,125000,0,0,0,0,125000,125000,,,,\N,\N,TERMINADO,100,100,GRUPO(S),1,PERSONAS,ADMINISTRACION,ASISTENCIA SOCIAL Y SERVICIOS COMUNITARIOS,DESARROLLO HUMANO,DESARROLLO HUMANO,10/29/2018,ZONA URBANA,2018,CULTURA,CULTURA,3259,DIPLOMADO DE PADRES LECTORES,125000,2741,125000,10/09/2018,100,0,0,0,0,0,0,0,0,\N,,,,,,,,,,,,177429660120,BAJIO,41131E0083,PROGRAMA LA CULTURA ESTÁ EN NOSOTROS.,3,SERVICIO DE CAPACITACIÓN EN DISTINTAS DISCIPLINAS CULTURALES ,2,"IMPARTICIÓN DE TALLERES, DIPLOMADOS Y CLASES MAGISTRALES EN LAS DISTINTAS DISCIPLINAS ARTÍSTICAS QUE EXISTEN.",\N,20P,\N,125000,0,0,A,\N,CULTURA,EQUIPAMIENTO EN CULTURA,,\N,07/23/2019,
2315,2018-01014,AUTOPRODUCCION DE VIVIENDA RURAL URBANO 2018 VIVIENDA HOMBRO CON HOMBRO,ALCANCE ESTATAL,ALCANCE ESTATAL,IVEQ,IVEQ,GEQ PA 2018,2018GEQ02402,12/04/2018,13833600,0,0,13833600,0,0,0,13833600,13833600,,,,\N,\N,TERMINADO,90,435,VIVIENDAS,435,PERSONAS,ADMINISTRACION,MEJORAMIENTO DE VIVIENDA,CONSTRUCCION,URBANA,10/16/2018,ZONA URBANA,2018,VIVIENDA,IVEQ,3718,AUTOPRODUCCION DE VIVIENDA RURAL URBANO 2018 VIVIENDA HOMBRO CON HOMBRO,13833600,1850,13833600,12/04/2018,0,100,0,0,0,0,0,0,0,\N,,,,,,,,,,,,0111156950,BANCOMER,41151U0055,PROGRAMA DE VIVIENDA DIGNA.,1,SERVICIOS PARA LA GESTIÓN DE SUBSIDIOS FEDERALES Y ESTATALES PARA LA ADQUISICIÓN DE VIVIENDA,4,"GESTIÓN Y ADMINISTRACIÓN DE SUBSIDIO FEDERAL, ESTATAL Y MUNICIPAL PARA PROGRAMA DE VIVIENDA ",\N,F18,\N,13833600,0,0,A,\N,VIVIENDA,SUBSIDIOS,,\N,07/23/2019,
2316,2018-01015,BECAS DE MANUTENCIÓN 39 MNT (APOYOS),ALCANCE ESTATAL,ALCANCE ESTATAL,CULTURA,CULTURA,RAMO 48 CULTURA 2018,2018GEQ01952,10/10/2018,24000,0,24000,0,0,0,0,24000,24000,,,,\N,\N,TERMINADO,100,1,PROYECTOS,2,PERSONAS,ADMINISTRACION,DEF. Y COND. DE LA PLANEACION DEL DES. REG.,ADMINISTRACION,ADMINISTRACION,10/24/2018,ZONA URBANA,2018,CULTURA,CULTURA,3269,BECAS DE MANUTENCIÓN 39 MNT (APOYOS),24000,2692,24000,10/10/2018,100,0,0,0,0,0,0,0,0,\N,,,,,,,,,,,,177429660120,BAJIO,41131E0083,PROGRAMA LA CULTURA ESTÁ EN NOSOTROS.,4,ENTREGA DE APOYOS O ESTÍMULOS A ARTÍSTAS,1,EMISIÓN DE CONVOCATORIA Y/O LINEAMIENTOS.,\N,20P,\N,24000,0,0,A,\N,CULTURA,EQUIPAMIENTO EN CULTURA,,\N,07/23/2019,
2317,2018-01016,PROGRAMA CULTURA EN COMUNIDADES Y BARRIOS,ALCANCE ESTATAL,ALCANCE ESTATAL,CULTURA,CULTURA,RAMO 48 CULTURA 2018,2019GEQ00407,01/30/2019,1812576.46,0,1812576.46,0,0,0,0,1812576.46,1812576.46,,,,\N,\N,TERMINADO,100,80,ACTIVIDAD(ES),120,PERSONAS,ADMINISTRACION,ASISTENCIA SOCIAL Y SERVICIOS COMUNITARIOS,DESARROLLO HUMANO,DESARROLLO HUMANO,02/19/2019,ZONA URBANA,2018,CULTURA,CULTURA,4347,PROGRAMA CULTURA EN COMUNIDADES Y BARRIOS,1812576.46,2679,1812576.46,01/30/2019,100,0,0,0,0,0,0,0,0,\N,,,,,,,,,,,,177429660120,BAJIO,41131E0083,PROGRAMA LA CULTURA ESTÁ EN NOSOTROS.,1,SERVICIOS DE PRESENTACIONES CULTURALES Y/O ARTÍSTICAS ,2,CONTRATACIÓN DE ARTISTAS. ,\N,20P,\N,1790689.67,21886.79,21886.79,A,\N,CULTURA,EVENTOS CULTURALES,,03/29/2019,07/23/2019,
2318,2018-01017,BECAS DE MANUTENCIÓN 39 MNT (SERVICIOS),ALCANCE ESTATAL,ALCANCE ESTATAL,CULTURA,CULTURA,RAMO 48 CULTURA 2018,2019GEQ00153,01/14/2019,15080,0,15080,0,0,0,0,15080,15080,,,,\N,\N,TERMINADO,100,1,PROYECTOS,2,PERSONAS,ADMINISTRACION,DEF. Y COND. DE LA PLANEACION DEL DES. REG.,ADMINISTRACION,ADMINISTRACION,10/31/2018,ZONA URBANA,2018,CULTURA,CULTURA,4055,BECAS DE MANUTENCIÓN 39 MNT (SERVICIOS),15080,2693,15080,01/14/2019,100,0,0,0,0,0,0,0,0,\N,,,,,,,,,,,,177429660120,BAJIO,41131E0083,PROGRAMA LA CULTURA ESTÁ EN NOSOTROS.,1,SERVICIOS DE PRESENTACIONES CULTURALES Y/O ARTÍSTICAS ,1,PROGRAMACIÓN DE EVENTOS Y/O ACTIVIDADES ARTÍSTICAS. ,\N,20P,\N,15080,0,0,A,\N,CULTURA,EQUIPAMIENTO EN CULTURA,,\N,07/23/2019,
2319,2018-01018,FIESTAS Y CONCURSOS TRADICIONALES (APOYOS),ALCANCE ESTATAL,ALCANCE ESTATAL,CULTURA,CULTURA,RAMO 48 CULTURA 2018,2019GEQ00154,01/14/2019,135999.98,0,135999.98,0,0,0,0,135999.98,135999.98,,,,\N,\N,TERMINADO,100,4,EVENTO,80,PERSONAS,ADMINISTRACION,DEF. Y COND. DE LA PLANEACION DEL DES. REG.,ADMINISTRACION,ADMINISTRACION,12/03/2018,ZONA URBANA,2018,CULTURA,CULTURA,4056,FIESTAS Y CONCURSOS TRADICIONALES (APOYOS),135999.98,2694,135999.98,01/14/2019,100,0,0,0,0,0,0,0,0,\N,,,,,,,,,,,,177429660120,BAJIO,41131E0083,PROGRAMA LA CULTURA ESTÁ EN NOSOTROS.,4,ENTREGA DE APOYOS O ESTÍMULOS A ARTÍSTAS,3,ENTREGA DE ESTÍMULOS Y/O APOYOS ECONÓMICOS.,\N,20P,\N,135999.98,0,0,A,\N,CULTURA,EVENTOS CULTURALES,,\N,07/23/2019,
2320,2018-01019,ENCUENTRO DE LECTORES Y FERIA DEL LIBRO INFANTIL Y JUVENIL,QUERETARO,ZONA METROPOLITANA,CULTURA,CULTURA,RAMO 48 CULTURA 2018,2019GEQ00155,01/14/2019,304428,0,304428,0,0,0,0,304428,304428,,,,\N,\N,TERMINADO,100,5000,PERSONA,48,PERSONAS,ADMINISTRACION,ASISTENCIA SOCIAL Y SERVICIOS COMUNITARIOS,DESARROLLO HUMANO,DESARROLLO HUMANO,11/08/2018,ZONA URBANA,2018,CULTURA,CULTURA,4057,ENCUENTRO DE LECTORES Y FERIA DEL LIBRO INFANTIL Y JUVENIL,304428,2742,304428,01/14/2019,100,0,0,0,0,0,0,0,0,\N,,,,,,,,,,,,177429660120,BAJIO,41131E0083,PROGRAMA LA CULTURA ESTÁ EN NOSOTROS.,1,SERVICIOS DE PRESENTACIONES CULTURALES Y/O ARTÍSTICAS ,1,PROGRAMACIÓN DE EVENTOS Y/O ACTIVIDADES ARTÍSTICAS. ,\N,20P,\N,304428,0,0,A,\N,CULTURA,EVENTOS CULTURALES,,\N,07/23/2019,
2321,2018-01020,EXPOSICIONES INAUGURALES DEL MUSEO DE ARTE CONTEMPORÁNEO QUERÉTARO,QUERETARO,COL. CENTRO,CULTURA,CULTURA,GEQ PA 2018,2019GEQ00207,01/15/2019,412588.06,0,0,412588.06,0,0,0,412588.06,412588.06,,,,\N,\N,TERMINADO,100,1,EXPOSICION,5,PERSONAS,ADMINISTRACION,ASISTENCIA SOCIAL Y SERVICIOS COMUNITARIOS,DESARROLLO HUMANO,DESARROLLO HUMANO,10/18/2018,ZONA URBANA,2018,CULTURA,CULTURA,4109,EXPOSICIONES INAUGURALES DEL MUSEO DE ARTE CONTEMPORÁNEO QUERÉTARO,412588.06,2778,412588.06,01/15/2019,0,100,0,0,0,0,0,0,0,\N,,,,,,,,,,,,0111156950,BANCOMER,41131E0083,PROGRAMA LA CULTURA ESTÁ EN NOSOTROS.,2,SERVICIOS DE INFORMACIÓN CULTURAL PROPORCIONADOS ,1,"PROGRAMACIÓN DE EXPOSICIONES EN LOS CENTROS CULTURALES, MUSEOS Y GALERÍAS A CARGO DEL IQCA. ",\N,F18,\N,412588.06,0,0,A,\N,CULTURA,EVENTOS CULTURALES,,\N,07/23/2019,
2322,2018-01021,TRANSFERENCIA DE RECURSOS REM FAM POTENCIADO 2018 AL EJECUTOR,ALCANCE ESTATAL,ALCANCE ESTATAL,IIFEQ,IIFEQ,FAM POTENCIADO,2018GEQ01958,10/10/2018,21313695.99,0,21313695.99,0,0,0,0,21313695.99,21313695.99,,,,\N,\N,TERMINADO,,1,TRANSFERENCIA,1,PERSONAS,ADMINISTRACION,TRANSFERENCIAS,TRANSFERENCIAS,TRANSFERENCIAS,\N,ZONA URBANA,2018,TRANSFERENCIAS,IIFEQ,3261,TRANSFERENCIA DE RECURSOS REM FAM POTENCIADO 2018 AL EJECUTOR,21313695.99,2814,21313695.99,10/09/2018,100,0,0,0,0,0,0,0,0,\N,,,,,,,,,,,,65505269815,SANTANDER,45511K0616,FORTALECIMIENTO INSTITUCIONAL,1,FORTALECIMIENTO INSTITUCIONAL,1,REFORZAR LOS FINES Y OBJETIVOS DE LOS ENTES PÚBLICOS,\N,37M,\N,21313695.99,0,0,T,\N,EDUCACION,INFRAESTRUCTURA EDUCATIVA,,\N,07/23/2019,
2323,2018-01022,PROYECTO DE INSTALACION ELECTRICA  EN MEDIA Y BAJA TENSION PARA EL  CAMPUS JURIQUILLA  II  DE LA UNIVERSIDAD AUTONOMA DE QUERETARO,QUERETARO,JURIQUILLA,UAQ,UAQ,ISN 2018-2,2019GEQ00708,04/26/2019,1811283.8,1910635.51,0,1811283.8,0,0,0,1811283.8,1811283.8,FUERZA ELECTRICA GUALITO S.A. DE C.V.,FEG121211EG9,CAAS-OB-033-2018-UAQ-OAG,02/11/2019,05/12/2019,TERMINADO,100,1,TRANSFORMADORES,1850,PERSONAS,CONTRATO,INFRAESTRUCTURA EDUCATIVA,CONSTRUCCION,OTROS NIVELES,03/21/2019,POBLADO RURAL,2018,EDUCACION,UAQ,4738,PROYECTO DE INSTALACION ELECTRICA  EN MEDIA Y BAJA TENSION PARA EL  CAMPUS JURIQUILLA  II  DE LA UNIVERSIDAD AUTONOMA DE QUERETARO,1811283.8,2608,1811283.8,04/26/2019,0,100,0,0,0,1910635.51,0,30,573190.65,14/12/2018,INVITACIÓN RESTRINGIDA,,,,,,,,,,,65507102974,SANTANDER,41121E0231,PROGRAMA DE EDUCACIÓN SUPERIOR UAQ,1,TRANSFERENCIAS PAGADAS A LA ENTIDAD,1,EFECTUAR MINISTRACIÓN,\N,92P,\N,0,1811283.8,1811283.8,O,10/21/2019,EDUCACION,INFRAESTRUCTURA EDUCATIVA,,12/31/2019,07/23/2019,
2324,2018-01023,"MODERNIZACIÓN A 4 CARRILES DE CARRETERA ESTATAL 200, DEL ENTRONQUE CON LA CARRETERA ESTATAL 500 A LA COMUNIDAD DE NAVAJAS, MUNICIPIO DE EL MARQUÉS, QRO",EL MARQUES,SAN JOSE NAVAJAS,CEIQ,CEIQ,RAMO 23 PROG REG 2018-3,2018GEQ02341,11/28/2018,44914197.16,44914197.16,44914197.16,0,0,0,0,44914197.16,43888708.66,DESARROLLO INTEGRAL CONIN S.A. DE C.V.,DIC031002RP3,CEI OV 162/2018,11/29/2018,05/30/2019,APROBADO,100,2.9,KILOMETROS,3380,PERSONAS,CONTRATO,CARRETERAS ALIMENTADORAS,MODERNIZACION Y AMPLIACION,CARRETERAS,07/19/2019,POBLADO RURAL,2018,CAMINOS Y CARRETERAS,CEIQ,3663,"MODERNIZACIÓN A 4 CARRILES DE CARRETERA ESTATAL 200, DEL ENTRONQUE CON LA CARRETERA ESTATAL 500 A LA COMUNIDAD DE NAVAJAS, MUNICIPIO DE EL MARQUÉS, QRO",44914197.16,2774,44914197.16,11/28/2018,100,0,0,0,0,44914197.16,0,30,13474259.14,23/11/2018,LICITACIÓN PÚBLICA,,,,,,,,,,,24504680173,BAJIO,43321K0528,"PROYECTO DE OBRA EN LA RED DE CAMINOS PARA EL PROGRAMA CONSERVACIÓN, AMPLIACIÓN Y MODERNIZACIÓN DE LA INFRAESTRUCTURA CARRETERA Y DE CAMINOS DEL ESTADO",1,INFRAESTRUCTURA CARRETERA Y CAMINOS MODERNIZADOS Y AMPLIADOS.,1,"PROYECTO INTEGRAL (CONSTRUCCIÓN, REHABILITACIÓN, MODERNIZACIÓN, Y AMPLIACIÓN DE CAMINOS Y CARRETERAS EN EL ESTADO).",07/30/2019,61P,\N,13474259.14,30414449.52,31439938.02,O,07/29/2019,INFRAESTRUCTURA,CAMINOS Y CARRETERAS,,08/31/2019,07/23/2019,
2325,2018-01025,CONSTRUCCIÓN DE 2 ESTACIONES EN EL EJE CONSTITUCIÓN DE 1917 (MILENIO Y MIRADOR),QUERETARO,SANTIAGO DE QUERETARO,SDUOP,IQ TRANSPORTE,ISN 2018-2,2019GEQ00340,01/22/2019,27017427.87,27017427.87,0,27017427.87,0,0,0,27017427.87,14885429.76,CONSTRUCCIONES Y DESARROLLOS INMOBILIARIOS SANTA FE S.A. DE C.V.,CDI0707097J3,SDUOP-SPC-EST-113-IR-0-OP-12-2018,12/28/2018,04/26/2019,APROBADO,38,2,ESTACIONES,88000,PERSONAS,CONTRATO,VIALIDADES URBANAS,ESTUDIOS Y PROYECTOS,ESTUDIOS Y PROYECTOS,07/22/2019,ZONA URBANA,2018,TRANSPORTE PÚBLICO,EJE ESTRUCTURANTE PASEO DE LA CONSTITUCIÓN,4262,CONSTRUCCIÓN DE 2 ESTACIONES EN EL EJE CONSTITUCIÓN DE 1917 (MILENIO Y MIRADOR),27017427.87,2471,27017427.87,01/22/2019,0,100,0,0,0,27017427.87,0,50,13508713.93,21/12/2018,INVITACIÓN RESTRINGIDA,,,,,,,,,,,65507102974,SANTANDER,43341B0051,PROGRAMA DE CONSTRUCCIÓN DE OBRA PÚBLICA Y MOVILIDAD SUSTENTABLE,2,"CONSTRUCCIÓN, MEJORAMIENTO Y REHABILITACIÓN DE INFRAESTRUCTURA PARA LA MOVILIDAD SUSTENTABLE",1,"ELABORACIÓN DE PROYECTOS DE CONSTRUCCIÓN, MEJORAMIENTO Y REHABILITACIÓN DE INFRAESTRUCTURA PARA LA MOVILIDAD SUSTENTABLE",09/25/2019,92P,\N,0,14885429.76,27017427.87,O,05/26/2019,TRANSPORTE PUBLICO,INFRAESTRUCTURA EN TRANSPORTE PÚBLICO,,12/31/2019,07/23/2019,
2326,2018-01026,"AMPLIACIÓN DE LA CARRETERA ESTATAL 300 AMEALCO - SAN JUAN DEL RÍO DEL KM 27+410 AL 18+910, MUNICIPIO DE AMEALCO DE BONFIL, QUERÉTARO",AMEALCO,AMEALCO,CEIQ,CEIQ,RAMO 23 PROG REG 2018-2,2018GEQ02530,12/26/2018,64285463.5,64285463.5,64285463.5,0,0,0,0,64285463.5,62970703.25,CONTINENTAL GRASS PRODUCER S. DE R.L. DE C.V.,CGP070613ND0,CEI OV 163/2018,12/31/2018,07/01/2019,APROBADO,100,8.5,KILOMETROS,8806,PERSONAS,CONTRATO,CARRETERAS ALIMENTADORAS,MODERNIZACION Y AMPLIACION,CARRETERAS,07/22/2019,ZONA URBANA,2018,CAMINOS Y CARRETERAS,CEIQ,3845,"AMPLIACIÓN DE LA CARRETERA ESTATAL 300 AMEALCO - SAN JUAN DEL RÍO DEL KM 27+410 AL 18+910, MUNICIPIO DE AMEALCO DE BONFIL, QUERÉTARO",64285463.5,2790,64285463.5,12/26/2018,100,0,0,0,0,64285463.5,0,30,19285639.05,24/12/2018,LICITACIÓN PÚBLICA,,,,,,,,,,,24504680169,BAJIO,43321K0528,"PROYECTO DE OBRA EN LA RED DE CAMINOS PARA EL PROGRAMA CONSERVACIÓN, AMPLIACIÓN Y MODERNIZACIÓN DE LA INFRAESTRUCTURA CARRETERA Y DE CAMINOS DEL ESTADO",1,INFRAESTRUCTURA CARRETERA Y CAMINOS MODERNIZADOS Y AMPLIADOS.,1,"PROYECTO INTEGRAL (CONSTRUCCIÓN, REHABILITACIÓN, MODERNIZACIÓN, Y AMPLIACIÓN DE CAMINOS Y CARRETERAS EN EL ESTADO).",\N,55P,\N,0,62970703.25,64285463.5,O,07/30/2019,INFRAESTRUCTURA,CAMINOS Y CARRETERAS,,07/31/2019,07/23/2019,
2327,2018-01027,PROGRAMA LA CULTURA ESTA EN NOSOTROS ,ALCANCE ESTATAL,ALCANCE ESTATAL,CULTURA,CULTURA,GEQ PA 2018,2019GEQ00156,01/14/2019,2030050.88,0,0,2030050.88,0,0,0,2030050.88,2030050.88,,,,\N,\N,TERMINADO,100,20,APOYOS,100,PERSONAS,ADMINISTRACION,DEF. Y COND. DE LA PLANEACION DEL DES. REG.,ADMINISTRACION,ADMINISTRACION,12/03/2018,ZONA URBANA,2018,CULTURA,CULTURA,4058,PROGRAMA LA CULTURA ESTA EN NOSOTROS ,2030050.88,2087,2030050.88,01/14/2019,0,100,0,0,0,0,0,0,0,\N,,,,,,,,,,,,0111156950,BANCOMER,41131E0083,PROGRAMA LA CULTURA ESTÁ EN NOSOTROS.,4,ENTREGA DE APOYOS O ESTÍMULOS A ARTÍSTAS,3,ENTREGA DE ESTÍMULOS Y/O APOYOS ECONÓMICOS.,\N,F18,\N,2030050.88,0,0,A,\N,CULTURA,EVENTOS CULTURALES,,\N,07/23/2019,
2328,2018-01028,PROGRAMA ESPECIAL DE FOMENTO A LA LECTURA DEL ESTADO DE QUERÉTARO,ALCANCE ESTATAL,ALCANCE ESTATAL,CULTURA,CULTURA,FOMENTO LECTURA 2018,2019GEQ00183,01/15/2019,279617.02,0,279617.02,0,0,0,0,279617.02,279617.02,,,,\N,\N,TERMINADO,100,10,TALLER,30,PERSONAS,ADMINISTRACION,ASISTENCIA SOCIAL Y SERVICIOS COMUNITARIOS,DESARROLLO HUMANO,DESARROLLO HUMANO,10/29/2018,ZONA URBANA,2018,CULTURA,CULTURA,4085,PROGRAMA ESPECIAL DE FOMENTO A LA LECTURA DEL ESTADO DE QUERÉTARO,279617.02,2433,279617.02,01/15/2019,100,0,0,0,0,0,0,0,0,\N,,,,,,,,,,,,177429660123,BAJIO,41131E0083,PROGRAMA LA CULTURA ESTÁ EN NOSOTROS.,3,SERVICIO DE CAPACITACIÓN EN DISTINTAS DISCIPLINAS CULTURALES ,2,"IMPARTICIÓN DE TALLERES, DIPLOMADOS Y CLASES MAGISTRALES EN LAS DISTINTAS DISCIPLINAS ARTÍSTICAS QUE EXISTEN.",\N,36P,\N,279617.02,0,0,A,\N,CULTURA,EQUIPAMIENTO EN CULTURA,,\N,07/23/2019,
2329,2018-01029,SSC-POES-3-3-282 CARGADORES PARA ARMA CORTA,ALCANCE ESTATAL,ALCANCE ESTATAL,SEGURIDAD,SEGURIDAD,FASP FEDERAL 2018,2019GEQ00094,01/09/2019,172145.4,0,172145.4,0,0,0,0,172145.4,172145.4,,,,\N,\N,TERMINADO,100,350,PIEZAS,350,PERSONAS,ADMINISTRACION,SEGURIDAD PUBLICA,EQUIPAMIENTO,EQUIPAMIENTO,10/16/2018,ZONA URBANA,2018,SEGURIDAD,SSC,3967,SSC-POES-3-3-282 CARGADORES PARA ARMA CORTA,172145.4,2500,172145.4,01/09/2019,100,0,0,0,0,0,0,0,0,\N,,,,,,,,,,,,03505296889,SCOTIABANK,44421E0030,PROGRAMA DE FORTALECIMIENTO DE LA PREVENCIÓN Y OPERACIÓN PARA LA SEGURIDAD EN EL ESTADO DE QUERÉTARO,2,"SERVICIOS DE OPERACIÓN POLICIAL EFICAZ, PROFESIONAL Y CONFIABLE",2,"PLANEACIÓN DE PROCESOS Y REQUERIMIENTOS DE PERSONAL, EQUIPO E INFRAESTRUCTURA PARA LA OPERACIÓN.",\N,27O,\N,172145.4,0,0,A,\N,SEGURIDAD,EQUIPAMIENTO EN SEGURIDAD,,\N,07/23/2019,
2330,2018-01030,S.GOB-S.P.-5-1-519-CIRCUITO CERRADO DE TV,ALCANCE ESTATAL,ALCANCE ESTATAL,CESPQ,CESPQ,FASP FEDERAL 2018,2019GEQ00373,01/23/2019,898836.37,0,898836.37,0,0,0,0,898836.37,898836.37,,,,\N,\N,TERMINADO,100,1,PIEZAS,1601,PERSONAS,ADMINISTRACION,SEGURIDAD PUBLICA,EQUIPAMIENTO,EQUIPAMIENTO,01/06/2019,ZONA URBANA,2018,SEGURIDAD,SEGOB,4303,S.GOB-S.P.-5-1-519-CIRCUITO CERRADO DE TV,898836.37,2793,898836.37,01/23/2019,100,0,0,0,0,0,0,0,0,\N,,,,,,,,,,,,03505296889,SCOTIABANK,44421E0010,PROGRAMA DE REINSERCIÓN SOCIAL.,1,SERVICIOS DE REINSERCIÓN SOCIAL OTORGADOS,8,ASIGNACIÓN DEL SERVICIO DE CUSTODIA Y VIGILANCIA,\N,27O,\N,0,898836.37,898836.37,A,\N,SEGURIDAD,EQUIPAMIENTO EN SEGURIDAD,,03/29/2019,07/23/2019,
2331,2018-01032,IMPULSO A LAS EXPRESIONES CULTURALES Y ARTÍSTICAS EN LOS MUNICIPIOS,ALCANCE ESTATAL,ALCANCE ESTATAL,CULTURA,CULTURA,RAMO 48 CULTURA 2018,2019GEQ00157,01/14/2019,534212.17,0,534212.17,0,0,0,0,534212.17,534212.17,,,,\N,\N,TERMINADO,100,3,PROYECTOS,290,PERSONAS,ADMINISTRACION,DEF. Y COND. DE LA PLANEACION DEL DES. REG.,ADMINISTRACION,ADMINISTRACION,11/13/2018,ZONA URBANA,2018,CULTURA,CULTURA,4059,IMPULSO A LAS EXPRESIONES CULTURALES Y ARTÍSTICAS EN LOS MUNICIPIOS,534212.17,2695,534212.17,01/14/2019,100,0,0,0,0,0,0,0,0,\N,,,,,,,,,,,,177429660120,BAJIO,41131E0083,PROGRAMA LA CULTURA ESTÁ EN NOSOTROS.,1,SERVICIOS DE PRESENTACIONES CULTURALES Y/O ARTÍSTICAS ,1,PROGRAMACIÓN DE EVENTOS Y/O ACTIVIDADES ARTÍSTICAS. ,\N,20P,\N,534212.17,0,0,A,\N,CULTURA,EVENTOS CULTURALES,,\N,07/23/2019,
2332,2018-01034,PROGRAMA ESPECIAL DE FOMENTO A LA LECTURA DEL ESTADO DE QUERÉTARO APOYOS,ALCANCE ESTATAL,ALCANCE ESTATAL,CULTURA,CULTURA,FOMENTO LECTURA 2018,2019GEQ00158,01/14/2019,258000,0,258000,0,0,0,0,258000,258000,,,,\N,\N,TERMINADO,100,28,APOYOS,28,PERSONAS,ADMINISTRACION,ASISTENCIA SOCIAL Y SERVICIOS COMUNITARIOS,DESARROLLO HUMANO,DESARROLLO HUMANO,12/03/2018,ZONA URBANA,2018,CULTURA,CULTURA,4060,PROGRAMA ESPECIAL DE FOMENTO A LA LECTURA DEL ESTADO DE QUERÉTARO APOYOS,258000,2803,258000,01/14/2019,100,0,0,0,0,0,0,0,0,\N,,,,,,,,,,,,177429660123,BAJIO,41131E0083,PROGRAMA LA CULTURA ESTÁ EN NOSOTROS.,4,ENTREGA DE APOYOS O ESTÍMULOS A ARTÍSTAS,3,ENTREGA DE ESTÍMULOS Y/O APOYOS ECONÓMICOS.,\N,36P,\N,258000,0,0,A,\N,CULTURA,EQUIPAMIENTO EN CULTURA,,\N,07/23/2019,
